participantId,householdSize,haveKids,age,educationLevel,interestGroup,joviality,engels,apartmentId,locationX,locationY,Education,Food,Recreation,Shelter,Wage,RentAdjustment
304,3,True,50,HighSchoolOrCollege,H,0.183595892,0.2384211122341085,1557,-4434.874589912966,7542.97976303824,608.0860728582386,4458.100114058375,3111.5983769175577,10520.643911245306,64960.361247035966,0.0
305,3,True,31,Bachelors,C,0.84325552,0.1470311225951592,579,-546.7183538958213,4791.255480725052,1458.2962215809964,4746.344874096292,10057.766085988278,16018.818658968512,56706.28861607903,0.0
306,3,True,49,HighSchoolOrCollege,I,0.260386143,0.2196340361782556,1621,-4434.874589912966,7503.549114210993,608.0860728582386,4377.168044167194,4423.472302176007,10520.643911245306,64450.67860148606,0.0
307,3,True,38,Graduate,H,0.962210067,0.2234712497205531,457,-2361.3242679569444,4522.880476844184,1458.2962215809964,6732.166334920194,9762.544426316936,12172.417846275774,40328.78525702577,0.0
308,3,True,30,HighSchoolOrCollege,F,0.172405182,0.22955247491667,921,-3660.2646170373177,5706.288268656919,1171.1656343569832,5187.352621702898,5692.4805069281565,10546.677971213854,64065.43431347336,0.0
309,3,True,30,HighSchoolOrCollege,E,0.125682773,0.1745813953635202,946,-3062.2884042311425,6023.397685584292,608.0860728582386,3973.60532049154,7632.391094576601,10546.677971213854,64176.92071066388,0.0
310,3,True,29,HighSchoolOrCollege,H,0.061286668,0.1814108391707956,950,-3663.413669744829,4812.3758241414525,1171.1656343569832,4175.201990494546,7122.128191668735,10546.677971213854,62438.94132817453,0.0
311,3,True,45,HighSchoolOrCollege,D,0.699020662,0.1656105228296437,671,-2521.191949079259,4549.89263507646,1458.2962215809964,4127.1715440462,8277.14999952154,11058.332145091208,34177.933967338315,0.0
312,3,True,42,HighSchoolOrCollege,A,0.260798961,0.2526440228416605,971,-2386.1537768899043,5877.001177988991,608.0860728582386,4343.7539691166985,1694.6612287323962,10546.677971213854,62141.137916798936,0.0
313,3,True,55,Low,I,0.093271632,0.2675726062858223,1011,-3663.413669744829,4812.3758241414525,1171.1656343569832,4459.976215158881,490.46426510346816,10546.677971213854,43078.63999214659,0.0
314,3,True,20,HighSchoolOrCollege,H,0.633335142,0.2480938731911946,655,-2448.4459957627114,2975.182377746389,1458.2962215809964,6548.858386565566,7743.832921408988,10645.70781131915,55591.262910229845,0.0
315,3,True,25,Graduate,B,0.287666416,0.1886849778900183,1078,-3610.0936121106943,5654.560913915973,1171.1656343569832,3932.727266289112,5192.250375846587,10546.677971213854,123918.86496878992,0.0
316,3,True,34,HighSchoolOrCollege,H,0.175386489,0.1888999407518673,1143,-1803.506193612398,5850.647195738124,608.0860728582386,3843.451048217388,5348.276457255352,10546.677971213854,60842.01997490205,0.0
317,3,True,52,Low,G,0.494087429,0.1926387385740628,677,-2373.5445644684123,2884.610915897236,1458.2962215809964,4351.426548405958,6091.840219160453,10686.970244696357,40835.46532216836,0.0
318,3,True,55,HighSchoolOrCollege,F,0.473772081,0.1725901553036918,733,-2465.778672973931,3056.814237716957,1458.2962215809964,4004.696027485508,6888.489852199736,10852.01997820518,54702.12663372076,0.0
319,3,True,32,Low,B,0.253614379,0.2195360513062941,1185,-3341.984083186051,5587.368657736281,608.0860728582386,4398.967609197545,4483.832031704167,10546.677971213854,39896.619750711696,0.0
320,3,True,53,Bachelors,G,0.477539156,0.2015461638998102,826,-567.7565018610546,4873.227525333588,608.0860728582386,4725.67966002394,7261.347037979017,10852.01997820518,96537.0126382064,0.0
321,3,True,18,Graduate,F,0.842877969,0.2153705746193585,609,-1966.195146296298,4552.187553862719,1458.2962215809964,7981.633131530434,10207.322072233608,17412.746885180928,75570.89460910847,0.0
322,3,True,59,HighSchoolOrCollege,I,0.650831243,0.1725984248251305,685,-2492.5233206370804,4559.8020845243145,1458.2962215809964,4264.872461704155,7928.298615188341,11058.332145091208,53478.33044523611,0.0
323,3,True,31,Graduate,B,0.757226712,0.1512493598799866,1102,-1623.6231276171884,4781.304436867264,1458.2962215809964,6048.891758852907,8497.59601481591,23988.05804819805,94587.64956784173,0.0
324,3,True,48,HighSchoolOrCollege,C,0.122182828,0.2220449190126964,1188,-3610.0936121106943,5706.288268656919,1171.1656343569832,4421.194732628674,3772.224447218568,10546.677971213854,60187.50486187266,0.0
325,3,True,19,HighSchoolOrCollege,I,0.480441948,0.177340792541676,729,-1196.5570261244095,3078.852116162034,1458.2962215809964,3907.939009716811,5371.463440781388,11298.624464338638,53620.08214315338,0.0
326,3,True,24,Bachelors,F,0.654885921,0.2594921022873069,775,-1251.1994497922349,3058.386153812808,1458.2962215809964,6555.794480621091,5951.230914417783,11298.624464338638,92749.12474718422,0.0
327,2,False,55,HighSchoolOrCollege,C,0.228872071,0.2708750389019821,1278,-3663.413669744829,4812.3758241414525,0.0,4436.393147567254,1394.9353802695134,10546.677971213854,60864.4648519054,0.0
328,2,False,51,Low,H,0.346047608,0.3161033357563703,815,-1109.321424813182,3017.7174656996385,0.0,6163.691649758795,2036.6608106804977,11298.624464338638,38604.72911880136,0.0
329,2,False,53,Bachelors,J,0.085267909,0.274808187335009,994,-1638.431229894465,5992.041051046559,0.0,4316.490231144016,813.8092049800376,10576.984517108149,107654.41473235431,0.0
330,2,False,25,Graduate,G,0.7738118,0.1697730443067471,464,-1698.0079892149288,3783.0793495919233,0.0,4255.476593847,7523.698637228176,13286.503547460336,48190.17279333313,0.0
331,2,False,18,Graduate,G,0.417763616,0.286237234951665,823,-1109.321424813182,2986.52571563263,0.0,6049.876364367337,3787.380970141542,11298.624464338638,102060.783168239,0.0
332,2,False,23,Bachelors,H,0.323175901,0.2238042336636659,1006,-1550.2078167200907,5934.3151642728735,0.0,4338.96254725448,4471.365124624351,10576.984517108149,106020.18403531126,0.0
333,2,False,37,Bachelors,G,0.299174844,0.2539097551620837,1205,-1528.1519634264969,5948.746635966295,0.0,4310.273450535814,2088.353890137333,10576.984517108149,104289.53123835466,0.0
334,2,False,22,Bachelors,J,0.103185768,0.2072354558315164,1489,-4193.842844934759,5815.668581309632,0.0,4090.124183117555,5056.482473101832,10589.997616955025,102404.78879460716,0.0
335,2,False,47,Graduate,H,0.328727521,0.1993515867121017,1554,-4256.478683484973,5801.734568216811,0.0,4120.357200060755,5958.440791876287,10589.997616955025,121901.76409580917,0.0
336,2,False,56,Graduate,G,0.600454813,0.2737651169493917,468,-1226.0335983358684,2995.2562131754303,0.0,6551.598891954135,6029.169053651974,11350.691858183516,94503.14561359546,0.0
337,2,False,58,Graduate,B,0.108965479,0.2021756857510601,1486,-4593.803238940883,4837.0293414946,0.0,4044.208568408899,5137.897267304335,10821.331043380882,122020.15492416613,0.0
338,2,False,52,HighSchoolOrCollege,H,0.713809975,0.1678385537357845,491,-1069.4421383111785,3492.281237405045,0.0,4420.530528612589,10405.2428155119,11512.218912240476,34827.85332540255,0.0
339,2,False,29,Bachelors,H,0.21098913,0.2624886379541809,1505,-4516.502623981289,7428.746803754581,0.0,4455.254863920363,1696.548239168194,10821.331043380882,101853.23953084648,0.0
340,2,False,33,Graduate,E,0.034283769,0.2552633537212444,1566,-4586.097776446638,4815.025253428146,0.0,5210.58156898536,4380.659317858724,10821.331043380882,119807.44447607672,0.0
341,2,False,34,HighSchoolOrCollege,G,0.227355255,0.206870198209042,1588,-4201.0204402863965,4891.392283841669,0.0,4258.036633397602,5503.76450108535,10821.331043380882,58858.727010024086,0.0
342,2,False,43,HighSchoolOrCollege,E,0.584828154,0.2698832044696755,737,-1202.908077992538,2978.8932789786945,0.0,6124.333460434483,5217.5074474312605,11350.691858183516,52776.9522084235,0.0
343,2,False,42,Bachelors,C,0.029688855,0.198997582461595,1657,-3393.061110989168,7157.163565368814,0.0,3735.843135760592,4216.134971393465,10821.331043380882,97082.78383889962,0.0
344,2,False,41,HighSchoolOrCollege,D,0.025541228,0.2151883606567618,1691,-4586.097776446638,4815.025253428146,0.0,4102.625041740259,4141.317841493269,10821.331043380882,58013.18276380052,0.0
345,2,False,36,Bachelors,E,0.464569175,0.2774900725021242,814,-1226.0335983358684,2995.2562131754303,0.0,6554.160836255115,5714.589893746001,11350.691858183516,91245.0531682894,0.0
347,2,False,30,Bachelors,D,0.270904553,0.2223611427318691,1696,-4201.0204402863965,4891.392283841669,0.0,4409.706520997143,4600.244407016236,10821.331043380882,97538.0507214249,0.0
348,2,False,43,HighSchoolOrCollege,A,0.573738776,0.2587882635668208,480,-1130.8113181627405,2817.328059404481,0.0,6124.545752929726,6138.937306483991,11402.759252028394,51905.35019280575,0.0
349,2,False,19,HighSchoolOrCollege,B,0.51011746,0.2632536048171511,675,-1199.851719928422,2909.326175390639,0.0,6018.238577588002,5387.926867295122,11454.826645873274,50482.99476129225,0.0
350,2,False,38,Graduate,I,0.517999111,0.2684029513204015,703,-1190.9491044172587,2889.1141360057463,0.0,6239.72383903557,5553.047234637114,11454.826645873274,92073.48598129032,0.0
351,2,False,59,Bachelors,E,0.269322751,0.1850073699354017,1712,-3368.163022869141,7165.251937314562,0.0,3785.519882824573,5854.603577722404,10821.331043380882,92251.83516038812,0.0
353,2,False,34,Low,E,0.34088384,0.2908994816861505,776,-1199.851719928422,2909.326175390639,0.0,6553.390162121843,4519.806013277051,11454.826645873274,37677.05952961856,0.0
354,2,False,60,Low,C,0.21035075,0.2313608014348701,1725,-3393.061110989168,7157.163565368814,0.0,4323.261552172382,3541.639148804755,10821.331043380882,39652.55982274176,0.0
355,2,False,38,Graduate,J,0.735837586,0.1857770045575499,819,-1966.195146296298,4552.187553862719,0.0,5824.838699919918,8116.341741870893,17412.746885180928,83897.12695762029,0.0
357,2,False,40,Graduate,B,0.536520661,0.2507057546007374,543,-1064.1345147856075,2409.7445517137694,0.0,5900.79134352141,6129.035394944172,11506.894039718152,89952.43517052424,0.0
358,2,False,36,HighSchoolOrCollege,F,0.969014671,0.2226020679334644,806,-1585.6848283952213,3810.988683375015,0.0,6782.272496254091,10523.158112453168,13162.716247328715,37222.56781553497,0.0
359,2,False,43,HighSchoolOrCollege,H,0.757990018,0.2360395613382274,594,-2442.952276836617,3161.863690138648,0.0,6707.238933856339,9907.445667438886,11801.05594588092,36811.68339788114,0.0
360,2,False,32,HighSchoolOrCollege,H,0.41088011,0.1595594909799316,768,-1027.45559945573,2422.599034226613,0.0,3968.0528986957593,9393.851992480366,11506.894039718152,51439.64836372712,0.0
361,2,False,32,Low,F,0.299050559,0.2420259140911281,1411,-3893.849676459249,7448.43417240812,0.0,5234.646021981342,5555.721343289272,10838.085280549709,39335.682002328336,0.0
362,2,False,28,HighSchoolOrCollege,D,0.753234813,0.1725640980456868,695,-2266.199434889804,5027.490832966176,0.0,5186.696845286804,8885.252510711804,15984.689910377709,45865.403410128565,0.0
363,2,False,49,Graduate,G,0.404476978,0.2227803693258378,481,-1930.8400219491632,2773.773585205633,0.0,4454.044645515431,4026.72172633328,11512.218912240476,85022.68925807896,0.0
364,2,False,19,HighSchoolOrCollege,J,0.253379525,0.2279195273982791,1586,-3313.834575184353,7410.998461783006,0.0,3857.645449258515,2229.740699927822,10838.085280549709,58235.28469637469,0.0
365,2,False,20,Low,G,0.438986616,0.2016278826603519,652,-1957.8963016478324,2793.897965054552,0.0,4479.233597655642,6223.895578646989,11512.218912240476,36373.73861264826,0.0
366,2,False,39,HighSchoolOrCollege,H,0.138808298,0.2316371502531006,1637,-3313.834575184353,7323.281846581784,0.0,4291.62633546268,3397.6547014085904,10838.085280549709,57819.8398590399,0.0
367,2,False,29,HighSchoolOrCollege,B,0.13664462,0.186973678246051,1641,-3323.451449057451,7432.927615583311,0.0,3911.704119066335,6171.359265591606,10838.085280549709,57740.54287189776,0.0
368,2,False,20,Graduate,D,0.039923482,0.2235378249731968,1607,-4349.886551736498,7552.880411073998,0.0,4465.279270893421,4532.641069332701,10977.577191025368,119712.30597358604,0.0
369,2,False,54,HighSchoolOrCollege,I,0.139040705,0.2127658220786198,1617,-4300.938975440952,7416.998596554109,0.0,4107.937671036012,4221.804475713054,10977.577191025368,57233.03520791505,0.0
370,2,False,33,Bachelors,J,0.70247421,0.1539235530007471,556,-1982.343484428326,4572.902176340196,0.0,4768.7350531263255,8799.709439877586,17412.746885180928,77802.9959777331,0.0
371,2,False,38,HighSchoolOrCollege,E,0.371688755,0.2291351314460993,664,-1069.4421383111785,3492.281237405045,0.0,5715.089390665033,7714.695808801045,11512.218912240476,49299.25254551436,0.0
372,2,False,18,Bachelors,A,0.986983183,0.1978277910821578,1010,-1420.7869686231338,5982.023394905787,0.0,6101.226523810375,9057.671384317724,15682.201264214862,51516.48224510932,3232.281371909326
373,2,False,38,Graduate,B,0.979407864,0.1618803438904295,963,-2004.8176912164604,4771.621672470582,0.0,4785.513870580349,8299.84358142682,16476.686682390493,66268.32506477243,0.0
374,2,False,57,HighSchoolOrCollege,F,0.85417223,0.1698369563774623,595,-2209.3483931863348,3160.245994531182,0.0,4573.94458280662,9937.448697098018,12419.992446539009,37891.66111247309,0.0
375,2,False,34,HighSchoolOrCollege,D,0.184734538,0.1716707772026095,1415,-4499.445899819149,4977.450007835247,0.0,3536.76803957022,5960.001713015089,11105.269203620095,55985.53446108034,0.0
376,2,False,19,HighSchoolOrCollege,F,0.141162784,0.2305769066666734,1449,-4520.133614133648,4895.949941161112,0.0,5162.64398011334,6122.204086668502,11105.269203620095,55902.91210805394,0.0
377,2,False,30,Graduate,G,0.035335186,0.280953510855058,1465,-4437.382756875654,4895.949941161112,0.0,4410.00290538734,181.28527504472785,11105.269203620095,116685.7951531332,0.0
378,2,False,60,HighSchoolOrCollege,C,0.991810222,0.2052602125772009,755,-550.3361529454938,4886.612310308839,0.0,6442.139114048787,9045.169616927546,15897.921914372522,44641.80194740459,0.0
379,2,False,38,HighSchoolOrCollege,F,0.061959185,0.2788691118857924,1268,-3374.45498044692,5196.629217472029,0.0,4476.033062244793,452.1237442009741,11122.502343205417,56164.402179169374,0.0
381,2,False,59,HighSchoolOrCollege,A,0.621188126,0.2550215781109385,818,-1939.85878184872,2793.897965054552,0.0,6338.087848622753,7002.836630264179,11512.218912240476,47217.11448876998,0.0
385,2,False,19,HighSchoolOrCollege,F,0.569018722,0.2729194300217642,740,-1183.7067920410168,2715.4569198432737,0.0,6584.722127268648,5983.298262131764,11558.96143356303,46909.69926980294,0.0
386,2,False,39,Graduate,H,0.479804894,0.1954854048620499,489,-2390.2693221306254,4701.931451956684,0.0,4634.471645943576,7271.979621893216,11801.05594588092,82925.21046350883,0.0
387,2,False,58,HighSchoolOrCollege,G,0.401545108,0.1969064850915119,788,-2158.723146778084,2602.884683527168,0.0,4504.178224910737,6569.473195080159,11801.05594588092,46504.23474792989,0.0
388,2,False,48,Graduate,A,0.687759804,0.2050358454517463,596,-2297.9045965194864,5027.490832966176,0.0,6753.080979513476,10198.328476708411,15984.689910377709,65567.0800882353,0.0
389,2,False,52,Graduate,J,0.596117189,0.1939681249294703,512,-1456.4473384721596,2423.7874457686,0.0,4440.219829999541,6579.906630738128,11871.3657966323,74736.09670344152,0.0
390,2,False,31,Bachelors,J,0.76530714,0.1415954405720751,487,-1717.6586980925804,3761.569088727875,0.0,4160.572646866363,8457.247855096879,16765.700818050886,49125.39819799959,0.0
391,2,False,42,Low,G,0.140477262,0.2551484830323095,947,-2741.9301309353727,6851.97126749714,0.0,4386.847130357778,1601.380820338724,11205.082698155253,39379.68579098668,0.0
393,2,False,26,HighSchoolOrCollege,G,0.909124868,0.1675712056289896,511,-2361.3242679569444,4581.945695704893,0.0,4715.902275524643,8066.893307543504,15359.881184239164,42893.51852721545,0.0
394,2,False,54,HighSchoolOrCollege,A,0.52722067,0.1803695716166512,710,-2451.331027750198,2519.041052065685,0.0,4106.790988040488,6790.600446557221,11871.3657966323,46567.098735016094,0.0
395,2,False,54,Graduate,G,0.675097131,0.2653516307736133,505,-760.5535637706074,4468.744216019293,0.0,8326.215579420958,7207.055637544261,15844.774416847107,57724.88961457804,0.0
396,2,False,41,Bachelors,G,0.364809779,0.1792386818716399,454,-1125.4321453611483,4009.136028156402,0.0,4217.059185690214,7426.977710391031,11883.580812635331,84177.32320140743,0.0
397,2,False,60,HighSchoolOrCollege,H,0.396967817,0.2713364604588219,780,-1257.0083898790026,3232.233437428542,0.0,6273.474592586874,4923.739482617135,11923.43319047718,47043.75389992395,0.0
398,2,False,53,Bachelors,I,0.963462391,0.1507460471179707,551,-2339.722927122974,3100.5339090063185,0.0,4775.536998800255,9252.889690113096,17650.924711014362,58475.911127004125,0.0
399,2,False,33,HighSchoolOrCollege,J,0.082643442,0.1942530105478949,1105,-694.1547645624357,6329.574564276278,0.0,4287.194297898481,6577.879269768624,11205.082698155253,55284.48944617422,0.0
400,2,False,36,HighSchoolOrCollege,F,0.512379139,0.2420126946383931,752,-2361.3242679569444,4522.880476844184,0.0,6481.774917157253,8128.59615944597,12172.417846275774,45957.82550262807,0.0
401,2,False,47,HighSchoolOrCollege,J,0.264710804,0.1944652222745022,1132,-713.3451653741274,6339.595899906177,0.0,3971.471114066914,5245.972476107613,11205.082698155253,55351.287949890175,0.0
402,2,False,24,HighSchoolOrCollege,J,0.674497947,0.2451659702801317,1200,-694.1547645624357,6329.574564276278,0.0,6280.6405181648415,8132.189869204999,11205.082698155253,31960.893974655857,0.0
403,2,False,44,Bachelors,J,0.884407261,0.2230928003384503,603,-1469.2464226435825,2634.388019617804,0.0,6371.967093085428,7393.083748670113,14796.906708728497,51238.28640643243,2430.320161426179
404,2,False,58,Low,I,0.230962551,0.2219235459552622,1206,-2721.353174109782,6862.8612194660855,0.0,4152.8680731268605,3355.106715479749,11205.082698155253,37545.63750792896,0.0
405,2,False,25,HighSchoolOrCollege,D,0.617829242,0.1904920632269239,541,-1222.4019020583355,2383.629318537573,0.0,4582.692117773748,7290.6666135830465,12183.770159701571,46194.09889363156,0.0
408,2,False,33,Bachelors,H,0.794096009,0.219697552677784,903,-1399.32145300941,4670.082592855952,0.0,6450.093481044031,10212.330584816586,12696.544217704928,39512.8813339128,0.0
409,2,False,18,Graduate,H,0.645271398,0.2393149909729458,547,-1613.0453946609057,3631.1979621903865,0.0,6231.465269911438,7623.52313113212,12183.770159701571,68364.77498724363,0.0
410,2,False,42,HighSchoolOrCollege,B,0.175733331,0.2066448823456665,1405,-4540.795251794218,6999.394029243442,0.0,4355.240668592756,5491.741752551024,11228.984325071113,55470.85645497115,0.0
411,2,False,21,HighSchoolOrCollege,I,0.507728111,0.2459321813406028,705,-1547.0468829055117,2817.015853468676,0.0,6042.561766830189,6343.700892644377,12183.770159701571,46228.9736671114,0.0
412,2,False,58,HighSchoolOrCollege,A,0.662852559,0.1806704261995556,1047,-1619.52817020084,5602.343050264481,0.0,4688.01315360906,9978.29127640173,11281.567904286005,32100.776326802155,0.0
413,2,False,56,Graduate,D,0.106292289,0.2305526112942161,1608,-4124.442934465811,7422.81158954829,0.0,5134.818069781102,5876.190450221824,11260.775958848126,114552.9786197476,0.0
414,2,False,24,HighSchoolOrCollege,G,0.171319189,0.2141146119065305,1729,-4097.077996668109,7409.520667070145,0.0,4751.28558742469,6178.323057178784,11260.775958848126,54511.36777504858,0.0
415,2,False,18,HighSchoolOrCollege,I,0.128459971,0.2449938368057138,1732,-4151.807872263513,7409.520667070145,0.0,4460.907652023325,2486.5607686022063,11260.775958848126,54965.843907683,0.0
416,2,False,30,Bachelors,G,0.370202736,0.2693486852530747,720,-1613.0453946609057,3631.1979621903865,0.0,6273.3405381838265,4833.667693290036,12183.770159701571,84276.26490301125,0.0
417,2,False,38,HighSchoolOrCollege,G,0.695894652,0.2263574746892314,640,-1678.3572803372772,3804.589610455972,0.0,6187.622418624317,7861.496270907381,13286.503547460336,40416.7096852802,0.0
418,2,False,44,HighSchoolOrCollege,E,0.976850716,0.1625221772457712,542,-1051.0481186469929,3607.540081596015,0.0,4488.957688735429,10400.931965906271,12730.695823653265,45258.85098395422,0.0
419,2,False,36,Low,A,0.622118277,0.2142130541235474,1025,-1529.7536120168545,5663.496583772971,0.0,5805.444635119055,9937.766735623043,11358.053110416757,35651.08477508788,0.0
420,1,False,55,HighSchoolOrCollege,G,0.085672033,0.3802528260937489,231,1304.8852088806348,3526.737489827947,0.0,3977.850112091297,71.26290226191769,6411.953515920471,54390.46924643233,0.0
421,1,False,38,Bachelors,A,0.517662469,0.2712370293370348,802,-1223.8782379583222,3068.6191349874207,0.0,4423.72471786514,6236.405491057499,5649.312232169319,82865.46632234514,0.0
422,1,False,27,Graduate,D,0.647441392,0.3822788752349844,524,-1130.8113181627405,2900.180320263278,0.0,6622.200079289798,4999.376147852089,5701.379626014197,63058.54832414944,0.0
423,1,False,53,HighSchoolOrCollege,I,0.132465984,0.4188226442809397,261,1314.7768850305797,3620.3684115523793,0.0,4342.3630472201,0.0,6025.660521981453,53937.68147911605,122.9726637139072
424,1,False,49,HighSchoolOrCollege,D,0.723576465,0.2558706502718194,527,-1671.5231308437487,4095.952163811215,0.0,5945.908376028468,8805.052513342964,8486.9851967152,27887.00885689755,0.0
425,1,False,33,HighSchoolOrCollege,E,0.334417031,0.3768400800936554,562,-1065.8108589501398,2920.893385477977,0.0,6325.259629170438,4758.35778546569,5701.379626014197,45625.72979189645,0.0
426,1,False,41,Graduate,G,0.469702696,0.3926545012084984,452,-2477.8425329732463,2500.334944268336,0.0,6633.025946883291,4324.070752305219,5935.68289831615,58619.79499501587,0.0
427,1,False,37,Bachelors,H,0.916735753,0.2566187417284149,616,-562.0139696412994,4810.950875794059,0.0,5768.351614451274,9811.013059493507,6898.929684446403,69799.53729677525,0.0
428,1,False,44,HighSchoolOrCollege,G,0.09631243,0.4234009771884975,261,1314.7768850305797,3620.3684115523793,0.0,4354.060947098835,26.79134140189719,5902.687858267545,53835.51110953361,0.0
429,1,False,53,Graduate,H,0.059265966,0.2694188865282463,1182,-653.2021646681048,6393.714859328378,0.0,3698.91083177656,4408.645279671813,5621.662650610315,112905.34837006194,0.0
430,1,False,49,HighSchoolOrCollege,C,0.949453894,0.2071001990746287,561,-2297.9045965194864,5003.11609000739,0.0,5203.505975916166,11929.696988050178,7992.344955188853,36242.20346099524,0.0
431,1,False,20,HighSchoolOrCollege,E,0.420302416,0.3285103725645462,523,-2361.0324727249485,2426.631425790066,0.0,5728.943239294434,5774.528658540648,5935.68289831615,44650.10480120148,0.0
432,1,False,26,Bachelors,G,0.981851015,0.2374520327553201,809,-2352.640562507578,2865.632371963492,0.0,4638.445978814573,8153.07065588527,6742.727502911768,35061.55243226425,0.0
433,1,False,32,Bachelors,G,0.000985,0.4245952424081636,1189,-1662.1497492873168,5616.28437419331,0.0,4194.54599640107,43.59844596876731,5640.783952143002,93471.29795150612,0.0
434,1,False,25,Bachelors,A,0.618031654,0.2372394197932163,747,-1431.0835359962373,2412.5176676963006,0.0,4451.870420779113,8377.75315762548,5935.68289831615,80377.74596982762,0.0
435,1,False,27,Low,C,0.725281643,0.1988253390595538,519,-2266.199434889804,5003.11609000739,0.0,5053.227120130287,12369.835960860304,7992.344955188853,27827.935741354,0.0
436,1,False,36,HighSchoolOrCollege,J,0.949412047,0.2885019434862633,570,-1671.5231308437487,4055.4745297955774,0.0,6492.533707455009,7524.779087722323,8486.9851967152,27970.52015993008,0.0
437,1,False,25,HighSchoolOrCollege,G,0.450502705,0.2495653941883979,608,-1287.0236360976437,3232.233437428542,0.0,4174.662853935358,6591.351843506352,5961.71659523859,44108.58805882379,0.0
438,1,False,43,Graduate,D,0.63736647,0.3585242632663268,497,-1197.4724705160024,2392.859100125612,0.0,6350.014433939956,5269.633803615173,6091.885079850786,56931.98295156544,0.0
439,1,False,35,HighSchoolOrCollege,I,0.930702522,0.2500337021678369,601,-1111.2507784205893,4393.269415571464,0.0,7002.445999717364,9939.241354313566,11064.32119203668,38947.43155436078,0.0
440,1,False,32,HighSchoolOrCollege,H,0.049076886,0.2632771797463731,1051,-1695.1255136348232,5715.107685335772,0.0,3872.9006371504174,5158.42727467613,5679.026555208378,54223.5096010596,0.0
441,1,False,49,HighSchoolOrCollege,C,0.800759302,0.3165521974003355,622,-2012.5619210105065,4956.647375350605,0.0,8502.635389881718,9035.498319498513,9322.003290801924,27994.107894887,0.0
442,1,False,27,Bachelors,J,0.523649971,0.3432435172571577,592,-2607.270681970669,3055.5973831255787,0.0,6176.250955734864,5725.651596847984,6091.885079850786,74337.41029267921,0.0
443,1,False,56,HighSchoolOrCollege,F,0.758121962,0.2470185102816909,952,-1490.5412378949272,5089.588539738686,0.0,6112.982564908987,9054.308078984162,9579.772067876764,27899.57684431834,0.0
444,1,False,30,Graduate,H,0.048951659,0.3401222308557851,1215,-1734.997283668829,5715.107685335772,0.0,3825.2080527134926,1742.3341420502986,5679.026555208378,112956.4407583553,0.0
445,1,False,23,Bachelors,B,0.496667064,0.3467200754813193,660,-1555.0584159964717,2796.333830329136,0.0,6567.6773297516775,6282.742331864784,6091.885079850786,71776.9132043185,0.0
446,1,False,31,Graduate,B,0.154285175,0.2947214046656982,959,-2617.6002439678923,6871.402310205484,0.0,4412.442546567705,4822.738371594574,5736.390459806445,110445.10517238892,0.0
447,1,False,49,Graduate,G,0.689153128,0.1913228735383998,1083,-1569.3371584531474,4735.182641334957,0.0,4198.7951600205615,7416.23275285176,10331.094275062693,53717.07480220505,0.0
448,1,False,28,Graduate,E,0.924288993,0.1985374643552165,575,-1175.487046953433,4477.73471232868,0.0,4149.124606103249,7739.927602412178,9009.394437704324,55568.07965244371,529.9643786884895
449,1,False,41,Graduate,H,0.392066569,0.3556001530097321,748,-1623.7057594946937,3655.180302582578,0.0,6582.45332256119,5836.489747825186,6091.885079850786,53423.29240191923,0.0
450,1,False,35,HighSchoolOrCollege,A,0.504323829,0.233055718631809,456,-2375.9834059072964,2529.9591391952954,0.0,4016.58901011628,7107.257200540144,6110.611856694642,42783.22146673213,0.0
451,1,False,19,HighSchoolOrCollege,G,0.164418633,0.3020641894131878,575,-1175.487046953433,4477.73471232868,0.0,3826.967326916008,362.9870066721191,8479.430059015833,52697.21425972919,0.0
452,1,False,18,HighSchoolOrCollege,J,0.742684694,0.3132263769305189,807,-550.3361529454938,4886.612310308839,0.0,6632.138907335978,7694.627192902465,6846.862290601524,30065.516353840816,0.0
453,1,False,35,HighSchoolOrCollege,H,0.811967182,0.2049979589868607,970,-1391.7476936810656,4649.690187496199,0.0,4046.24044669712,9343.442235290371,6348.272108852464,27884.73844533308,0.0
454,1,False,43,Bachelors,B,0.249578287,0.2594200612165279,1181,-2617.6002439678923,6871.402310205484,0.0,3940.316339279416,5512.235493201183,5736.390459806445,88614.50599088146,0.0
455,1,False,49,HighSchoolOrCollege,F,0.158418515,0.2707000902322852,1250,-2642.646377498224,6878.9617101747945,0.0,4144.265493374621,5428.779259117774,5736.390459806445,52791.34588413336,0.0
456,1,False,25,HighSchoolOrCollege,H,0.685091778,0.3109520375331251,465,-2356.219940220357,4905.065772221811,0.0,6365.2777446716045,6659.372878208435,7445.63731981763,30402.534741665106,0.0
457,1,False,57,HighSchoolOrCollege,F,0.151671229,0.3664579497121986,913,-602.0069144191575,6302.006900901817,0.0,4238.7944668372165,1572.626540416052,5755.511761339131,52530.35114295422,0.0
458,1,False,24,HighSchoolOrCollege,A,0.312528351,0.2380994957959509,1496,-3307.201970027637,7807.902106279754,0.0,3726.246748863617,6135.930780798284,5787.778957675542,52157.09013354285,0.0
459,1,False,18,Bachelors,J,0.344762529,0.340316757643989,520,-1432.186695023889,2490.886853443308,0.0,6615.583721923586,6713.2929958593695,6110.611856694642,71710.9933454303,0.0
460,1,False,37,Bachelors,J,0.969102133,0.3174115311360461,620,-2357.3881506490807,5012.334824560589,0.0,6415.306345845107,6935.00880498858,6861.005852168671,38560.70726918879,403.5885795393336
